,input,output,reaction_type,reactants,reagents,products,any_correct,all_correct,not_common,missed
3501,Cc1c(Cl)nc(NC[C@@H]2COCCN2Cc2ccccc2)c(=O)n1CC(=O)OCc1ccccc1,Cc1c(Cl)nc(Cl)c(=O)n1CC(=O)OCc1ccccc1.NC[C@@H]1COCCN1Cc1ccccc1,1,"['OCc1ccccc1', 'CCOC(=O)Cn1c(C)c(Cl)nc(NC[C@@H]2COCCN2Cc2ccccc2)c1=O']",[],['Cc1c(Cl)nc(NC[C@@H]2COCCN2Cc2ccccc2)c(=O)n1CC(=O)OCc1ccccc1'],0.0,0.0,"['OCc1ccccc1', 'CCOC(=O)Cn1c(C)c(Cl)nc(NC[C@@H]2COCCN2Cc2ccccc2)c1=O']","['Cc1c(Cl)nc(Cl)c(=O)n1CC(=O)OCc1ccccc1', 'NC[C@@H]1COCCN1Cc1ccccc1']"
3677,CC(C)Nc1cncnc1,CC(C)=O.Nc1cncnc1.O=[Pt]=O,1,"['CC(C)=O', 'Nc1cncnc1']",[],['CC(C)Nc1cncnc1'],0.0,0.0,[],['O=[Pt]=O']
3767,CN(C1(C(=O)O)CCCC1)S(=O)(=O)c1ccc2c(Cl)cnc(NC(=N)N)c2c1,CCOC(=O)C1(N(C)S(=O)(=O)c2ccc3c(Cl)cnc(NC(=N)N)c3c2)CCCC1,6,['CN(C1CCCC1)S(=O)(=O)c1ccc2c(Cl)cnc(NC(=N)N)c2c1'],[],['CN(C1(C(=O)O)CCCC1)S(=O)(=O)c1ccc2c(Cl)cnc(NC(=N)N)c2c1'],0.0,0.0,['CN(C1CCCC1)S(=O)(=O)c1ccc2c(Cl)cnc(NC(=N)N)c2c1'],['CCOC(=O)C1(N(C)S(=O)(=O)c2ccc3c(Cl)cnc(NC(=N)N)c3c2)CCCC1']
3771,COc1ccc(Nc2nc(N3CCC(NC(=O)c4ccc5[nH]ncc5c4)C3)nc3scnc23)cc1OC,COc1ccc(Nc2nc(N3CCC(N)C3)nc3scnc23)cc1OC.O=C(O)c1ccc2[nH]ncc2c1,2,"['COc1ccc(N)cc1OC', 'Nc1nc(N2CCC(NC(=O)c3ccc4[nH]ncc4c3)C2)nc2scnc12']",[],['COc1ccc(Nc2nc(N3CCC(NC(=O)c4ccc5[nH]ncc5c4)C3)nc3scnc23)cc1OC'],0.0,0.0,"['COc1ccc(N)cc1OC', 'Nc1nc(N2CCC(NC(=O)c3ccc4[nH]ncc4c3)C2)nc2scnc12']","['COc1ccc(Nc2nc(N3CCC(N)C3)nc3scnc23)cc1OC', 'O=C(O)c1ccc2[nH]ncc2c1']"
3815,Cc1ccccc1[C@H](C/C(=N\O)C1CCC(=O)N(C)C1)c1ccc(N2CCC(C(=O)[O-])CC2)cc1,Cc1ccccc1[C@H](CC(=O)C1CCC(=O)N(C)C1)c1ccc(N2CCC(C(=O)[O-])CC2)cc1.NO,9,['Cc1ccccc1[C@H](CC(=O)C1CCC(=O)N(C)C1)c1ccc(N2CCC(C(=O)[O-])CC2)cc1'],[],['Cc1ccccc1[C@H](C/C(=N\\O)C1CCC(=O)N(C)C1)c1ccc(N2CCC(C(=O)[O-])CC2)cc1'],0.0,0.0,[],['NO']
3883,CC(O)(CN1CCCCC1)C1(c2ccc(Cl)c(Cl)c2)CCC1,C[Mg+].O=C(CN1CCCCC1)C1(c2ccc(Cl)c(Cl)c2)CCC1,3,"['C1CCNCC1', 'CC1(C2(c3ccc(Cl)c(Cl)c3)CCC2)CO1']",[],['CC(O)(CN1CCCCC1)C1(c2ccc(Cl)c(Cl)c2)CCC1'],0.0,0.0,"['C1CCNCC1', 'CC1(C2(c3ccc(Cl)c(Cl)c3)CCC2)CO1']","['C[Mg+]', 'O=C(CN1CCCCC1)C1(c2ccc(Cl)c(Cl)c2)CCC1']"
3934,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](OC(=O)c1ccc(OCCCCCC)cc1)c1ccnc2ccccc12,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccccc12.CCCCCCOc1ccc(C(=O)O)cc1,2,['CCCCCCOc1ccc(C(=O)Cl)cc1'],[],['C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](OC(=O)c1ccc(OCCCCCC)cc1)c1ccnc2ccccc12'],0.0,0.0,['CCCCCCOc1ccc(C(=O)Cl)cc1'],"['C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccccc12', 'CCCCCCOc1ccc(C(=O)O)cc1']"
3995,COc1ccc2c(/C=C/C(N)=O)cc(=O)n(CC=O)c2c1,COc1ccc2c(/C=C/C(N)=O)cc(=O)n(CC3OCCO3)c2c1,6,['COc1ccc2c(C=CC#N)cc(=O)n(CC=O)c2c1'],['O'],['COc1ccc2c(/C=C/C(N)=O)cc(=O)n(CC=O)c2c1'],0.0,0.0,"['COc1ccc2c(C=CC#N)cc(=O)n(CC=O)c2c1', 'O']",['COc1ccc2c(/C=C/C(N)=O)cc(=O)n(CC3OCCO3)c2c1']
4001,CCCNc1nc(Nc2cccc(F)c2)ncc1C#C[C@@H]1CCC[C@H](N)C1,CCCNc1nc(Nc2cccc(F)c2)ncc1C#C[C@@H]1CCC[C@H](NC(=O)OC(C)(C)C)C1,6,"['CCCN', 'N[C@H]1CCC[C@@H](C#Cc2cnc(Nc3cccc(F)c3)nc2)C1']",[],['CCCNc1nc(Nc2cccc(F)c2)ncc1C#C[C@@H]1CCC[C@H](N)C1'],0.0,0.0,"['CCCN', 'N[C@H]1CCC[C@@H](C#Cc2cnc(Nc3cccc(F)c3)nc2)C1']",['CCCNc1nc(Nc2cccc(F)c2)ncc1C#C[C@@H]1CCC[C@H](NC(=O)OC(C)(C)C)C1']
4024,Cn1c(=O)c2cc(C(=O)O)cn2c2ccccc21,CCOC(=O)c1cc2c(=O)n(C)c3ccccc3n2c1,6,"['COS(=O)(=O)OC', 'O=C(O)c1cc2c(=O)[nH]c3ccccc3n2c1']",[],['Cn1c(=O)c2cc(C(=O)O)cn2c2ccccc21'],0.0,0.0,"['COS(=O)(=O)OC', 'O=C(O)c1cc2c(=O)[nH]c3ccccc3n2c1']",['CCOC(=O)c1cc2c(=O)n(C)c3ccccc3n2c1']
4052,O=C(O)C1C(C(=O)Nc2ccc(Cl)cc2)C1C(=O)Nc1ccc(-n2ccccc2=O)cc1F,CCOC(=O)C1C(C(=O)Nc2ccc(Cl)cc2)C1C(=O)Nc1ccc(-n2ccccc2=O)cc1F,6,"['Nc1ccc(-n2ccccc2=O)cc1F', 'O=C(Nc1ccc(Cl)cc1)C1C2C(=O)OC(=O)C12']",[],['O=C(O)C1C(C(=O)Nc2ccc(Cl)cc2)C1C(=O)Nc1ccc(-n2ccccc2=O)cc1F'],0.0,0.0,"['Nc1ccc(-n2ccccc2=O)cc1F', 'O=C(Nc1ccc(Cl)cc1)C1C2C(=O)OC(=O)C12']",['CCOC(=O)C1C(C(=O)Nc2ccc(Cl)cc2)C1C(=O)Nc1ccc(-n2ccccc2=O)cc1F']
4071,CN1CCC(CC(C(=O)O)c2ccc(/C=C/C(=O)Nc3ccccc3NC(=O)OC(C)(C)C)cc2)CC1,COC(=O)C(CC1CCN(C)CC1)c1ccc(/C=C/C(=O)Nc2ccccc2NC(=O)OC(C)(C)C)cc1,6,"['O=C(O)O', 'CC(C)(C)OC(=O)Nc1ccccc1N', 'CN1CCC(CC(C(=O)O)c2ccc(/C=C/CCl)cc2)CC1']",[],['CN1CCC(CC(C(=O)O)c2ccc(/C=C/C(=O)Nc3ccccc3NC(=O)OC(C)(C)C)cc2)CC1'],0.0,0.0,"['O=C(O)O', 'CC(C)(C)OC(=O)Nc1ccccc1N', 'CN1CCC(CC(C(=O)O)c2ccc(/C=C/CCl)cc2)CC1']",['COC(=O)C(CC1CCN(C)CC1)c1ccc(/C=C/C(=O)Nc2ccccc2NC(=O)OC(C)(C)C)cc1']
4076,O=[N+]([O-])c1cc(C2CCCCC2)ccc1Nc1cccc(-n2cccc2)c1,O=[N+]([O-])c1cc(C2CCCCC2)ccc1Nc1cccc(Br)c1.c1cc[nH]c1,1,"['Fc1cccc(-n2cccc2)c1', 'Nc1ccc(C2CCCCC2)cc1[N+](=O)[O-]']",[],['O=[N+]([O-])c1cc(C2CCCCC2)ccc1Nc1cccc(-n2cccc2)c1'],0.0,0.0,"['Fc1cccc(-n2cccc2)c1', 'Nc1ccc(C2CCCCC2)cc1[N+](=O)[O-]']","['O=[N+]([O-])c1cc(C2CCCCC2)ccc1Nc1cccc(Br)c1', 'c1cc[nH]c1']"
4080,N#Cc1cc(F)cc(-c2nc(-c3ccc(C(=O)O)cn3)no2)c1,CC(C)(C)OC(=O)c1ccc(-c2noc(-c3cc(F)cc(C#N)c3)n2)nc1,6,['N#Cc1ccc(-c2noc(-c3cc(F)cc(C#N)c3)n2)nc1'],['CC(=O)O'],['N#Cc1cc(F)cc(-c2nc(-c3ccc(C(=O)O)cn3)no2)c1'],0.0,0.0,"['N#Cc1ccc(-c2noc(-c3cc(F)cc(C#N)c3)n2)nc1', 'CC(=O)O']",['CC(C)(C)OC(=O)c1ccc(-c2noc(-c3cc(F)cc(C#N)c3)n2)nc1']
4094,CCCCC(Oc1ccc(CC(=O)O)cc1)c1cccc(-c2ccc(C(F)(F)F)cc2)n1,CCCCC(Oc1ccc(CC(=O)OC)cc1)c1cccc(-c2ccc(C(F)(F)F)cc2)n1,6,"['O=C(O)Cc1ccc(F)cc1', 'CCCCC(O)c1cccc(-c2ccc(C(F)(F)F)cc2)n1']",[],['CCCCC(Oc1ccc(CC(=O)O)cc1)c1cccc(-c2ccc(C(F)(F)F)cc2)n1'],0.0,0.0,"['O=C(O)Cc1ccc(F)cc1', 'CCCCC(O)c1cccc(-c2ccc(C(F)(F)F)cc2)n1']",['CCCCC(Oc1ccc(CC(=O)OC)cc1)c1cccc(-c2ccc(C(F)(F)F)cc2)n1']
4119,OC(c1ccccc1)(c1ccccc1)C1CCN(CCNc2ncccn2)CC1,Clc1ncccn1.NCCN1CCC(C(O)(c2ccccc2)c2ccccc2)CC1,1,"['Brc1ccccc1', 'O=C(c1ccccc1)C1CCN(CCNc2ncccn2)CC1']",[],['OC(c1ccccc1)(c1ccccc1)C1CCN(CCNc2ncccn2)CC1'],0.0,0.0,"['Brc1ccccc1', 'O=C(c1ccccc1)C1CCN(CCNc2ncccn2)CC1']","['Clc1ncccn1', 'NCCN1CCC(C(O)(c2ccccc2)c2ccccc2)CC1']"
4222,N[C@@H]1c2ccccc2C[C@H]1NC(=O)c1cc2cc(Cl)sc2[nH]1,CC(C)(C)OC(=O)N[C@@H]1c2ccccc2C[C@H]1NC(=O)c1cc2cc(Cl)sc2[nH]1,6,"['N[C@@H]1Cc2ccccc2[C@H]1N', 'O=C(O)c1cc2cc(Cl)sc2[nH]1']",[],['N[C@@H]1c2ccccc2C[C@H]1NC(=O)c1cc2cc(Cl)sc2[nH]1'],0.0,0.0,"['N[C@@H]1Cc2ccccc2[C@H]1N', 'O=C(O)c1cc2cc(Cl)sc2[nH]1']",['CC(C)(C)OC(=O)N[C@@H]1c2ccccc2C[C@H]1NC(=O)c1cc2cc(Cl)sc2[nH]1']
4250,COc1ccc(Cl)cc1C(=O)/N=c1\sc(C(C)(C)C)cn-1C[C@H]1CCN1,COc1ccc(Cl)cc1C(=O)/N=c1\sc(C(C)(C)C)cn-1C[C@@H]1CCN1C(=O)OC(C)(C)C,6,"['COc1ccc(Cl)cc1', 'CC(C)(C)c1cnc(N)s1']",[],['COc1ccc(Cl)cc1C(=O)/N=c1\\sc(C(C)(C)C)cn-1C[C@H]1CCN1'],0.0,0.0,"['COc1ccc(Cl)cc1', 'CC(C)(C)c1cnc(N)s1']",['COc1ccc(Cl)cc1C(=O)/N=c1\\sc(C(C)(C)C)cn1C[C@@H]1CCN1C(=O)OC(C)(C)C']
4264,COC(=O)c1ccnc(OC)c1,COC(=O)c1ccnc(Cl)c1.C[O-],1,"['CN(C)C=O', 'COc1cc(C(=O)O)ccn1']",[],['COC(=O)c1ccnc(OC)c1'],0.0,0.0,"['CN(C)C=O', 'COc1cc(C(=O)O)ccn1']","['COC(=O)c1ccnc(Cl)c1', 'C[O-]']"
4275,Cc1ccc(NC(=O)OCc2ccccc2)cc1C(=O)c1ccc(Nc2ccc(F)cc2F)cc1Cl,Cc1ccc(N)cc1C(=O)c1ccc(Nc2ccc(F)cc2F)cc1Cl.O=C(Cl)OCc1ccccc1,2,['Cc1ccc(NC(=O)OCc2ccccc2)cc1C(O)c1ccc(Nc2ccc(F)cc2F)cc1Cl'],[],['Cc1ccc(NC(=O)OCc2ccccc2)cc1C(=O)c1ccc(Nc2ccc(F)cc2F)cc1Cl'],0.0,0.0,['Cc1ccc(NC(=O)OCc2ccccc2)cc1C(O)c1ccc(Nc2ccc(F)cc2F)cc1Cl'],"['Cc1ccc(N)cc1C(=O)c1ccc(Nc2ccc(F)cc2F)cc1Cl', 'O=C(Cl)OCc1ccccc1']"
4313,CCN1CCc2cc(OC)c(OC)cc2C1C1CC(C(=O)N2CCN(c3ncnc4c3cnn4Cc3ccncc3)CC2)CCC12c1cc(OC)c(OC)cc1CCN2C(=O)CCN(C)C=O,CCN1CCc2cc(OC)c(OC)cc2C1C1CC(C(=O)N2CCN(c3ncnc4c3cnn4Cc3ccncc3)CC2)CCC12c1cc(OC)c(OC)cc1CCN2C(=O)CCNC.O=CO,2,"['CCN1CCc2cc(OC)c(OC)cc2C1C1CC(C=O)CCC12c1cc(OC)c(OC)cc1CCN2', 'c1cc(Cn2ncc3c(N4CCNCC4)ncnc32)ccn1']",[],['CCN1CCc2cc(OC)c(OC)cc2C1C1CC(C(=O)N2CCN(c3ncnc4c3cnn4Cc3ccncc3)CC2)CCC12c1cc(OC)c(OC)cc1CCN2C(=O)CCN(C)C=O'],0.0,0.0,"['CCN1CCc2cc(OC)c(OC)cc2C1C1CC(C=O)CCC12NCCc1cc(OC)c(OC)cc12', 'c1cc(Cn2ncc3c(N4CCNCC4)ncnc32)ccn1']","['CCN1CCc2cc(OC)c(OC)cc2C1C1CC(C(=O)N2CCN(c3ncnc4c3cnn4Cc3ccncc3)CC2)CCC12c1cc(OC)c(OC)cc1CCN2C(=O)CCNC', 'O=CO']"
4333,CCc1c(C(=O)C(N)=O)c2cc(OCCCC(=O)O)ccc2n1Cc1ccccc1,CCc1c(C(=O)C(N)=O)c2cc(OCCCC(=O)OC(C)(C)C)ccc2n1Cc1ccccc1,6,"['CCc1c(C(=O)C(N)=O)c2cc(O)ccc2n1Cc1ccccc1', 'O=C(O)CCCCOC1=CC=C2C(CC)=C(C(=O)C(N)=O)N(Cc3ccccc3)C2=C1']",[],['CCc1c(C(=O)C(N)=O)c2cc(OCCCC(=O)O)ccc2n1Cc1ccccc1'],0.0,0.0,"['CCc1c(C(=O)C(N)=O)c2cc(O)ccc2n1Cc1ccccc1', 'CCc1c(C(=O)C(N)=O)n(Cc2ccccc2)c2cc(OCCCCC(=O)O)ccc12']",['CCc1c(C(=O)C(N)=O)c2cc(OCCCC(=O)OC(C)(C)C)ccc2n1Cc1ccccc1']
4362,Oc1cc(F)cc(-c2ccc3scnc3c2)c1,CC1(C)OB(c2ccc3scnc3c2)OC1(C)C.Oc1cc(F)cc(Br)c1,3,"['OB(O)c1cc(O)cc(F)c1', 'Brc1ccc2scnc2c1']",[],['Oc1cc(F)cc(-c2ccc3scnc3c2)c1'],0.0,0.0,"['OB(O)c1cc(O)cc(F)c1', 'Brc1ccc2scnc2c1']","['CC1(C)OB(c2ccc3scnc3c2)OC1(C)C', 'Oc1cc(F)cc(Br)c1']"
4368,COc1ccc(-c2nc(C(=O)NCC(=O)O)c(O)c3c(-c4ccc(Cl)cc4)nsc23)cc1,CCOC(=O)c1nc(-c2ccc(OC)cc2)c2snc(-c3ccc(Cl)cc3)c2c1O.NCC(=O)O,2,['O=C(O)CNC(=O)O'],[],['COc1ccc(-c2nc(C(=O)NCC(=O)O)c(O)c3c(-c4ccc(Cl)cc4)nsc23)cc1'],0.0,0.0,['O=C(O)CNC(=O)O'],"['CCOC(=O)c1nc(-c2ccc(OC)cc2)c2snc(-c3ccc(Cl)cc3)c2c1O', 'NCC(=O)O']"
4403,COc1ccc(-c2ccnc3[nH]c(-c4cncc(C(=O)N5CCN(C)CC5)c4)nc23)cc1,CN1CCNCC1.COc1ccc(-c2ccnc3[nH]c(-c4cncc(C(=O)O)c4)nc23)cc1,2,"['COc1ccc(-c2ccnc(N)c2N)cc1', 'CN1CCN(C(=O)c2cncc(C(=O)O)c2)CC1']",[],['COc1ccc(-c2ccnc3[nH]c(-c4cncc(C(=O)N5CCN(C)CC5)c4)nc23)cc1'],0.0,0.0,"['COc1ccc(-c2ccnc(N)c2N)cc1', 'CN1CCN(C(=O)c2cncc(C(=O)O)c2)CC1']","['CN1CCNCC1', 'COc1ccc(-c2ccnc3[nH]c(-c4cncc(C(=O)O)c4)nc23)cc1']"
4404,CC(C)(C)c1ccc(CCC2CCCC2=O)c(C(C)(C)C)c1,COC(=O)C1(CCc2ccc(C(C)(C)C)cc2C(C)(C)C)CCCC1=O,9,"['C=C(C)C', 'CC(C)(C)c1ccc(CCC2CCCC2=O)cc1']",[],['CC(C)(C)c1ccc(CCC2CCCC2=O)c(C(C)(C)C)c1'],0.0,0.0,"['C=C(C)C', 'CC(C)(C)c1ccc(CCC2CCCC2=O)cc1']",['COC(=O)C1(CCc2ccc(C(C)(C)C)cc2C(C)(C)C)CCCC1=O']
4412,Nc1ccc2c(c1)OCCN2C(=O)c1cc(Cl)c(O)c(Cl)c1,O=C(c1cc(Cl)c(O)c(Cl)c1)N1CCOc2cc([N+](=O)[O-])ccc21,7,"['Nc1ccc2c(c1)OCCN2', 'O=C(Cl)c1cc(Cl)c(O)c(Cl)c1']",[],['Nc1ccc2c(c1)OCCN2C(=O)c1cc(Cl)c(O)c(Cl)c1'],0.0,0.0,"['Nc1ccc2c(c1)OCCN2', 'O=C(Cl)c1cc(Cl)c(O)c(Cl)c1']",['O=C(c1cc(Cl)c(O)c(Cl)c1)N1CCOc2cc([N+](=O)[O-])ccc21']
4503,O=C(O)c1cncc(-c2ccoc2)c1,COC(=O)c1cncc(-c2ccoc2)c1,6,['CCOC(=O)c1cncc(-c2ccoc2)c1'],[],['O=C(O)c1cncc(-c2ccoc2)c1'],0.0,0.0,['CCOC(=O)c1cncc(-c2ccoc2)c1'],['COC(=O)c1cncc(-c2ccoc2)c1']
4522,CCOC(=O)C(C#N)=C1CCN(Cc2ccccc2)CC1(C)c1cccc(Cl)c1,CC1(c2cccc(Cl)c2)CN(Cc2ccccc2)CCC1=O.CCOC(=O)CC#N,3,"['CCOC(=O)C(C#N)=C1CCNCC1(C)c1cccc(Cl)c1', 'BrCc1ccccc1']",[],['CCOC(=O)C(C#N)=C1CCN(Cc2ccccc2)CC1(C)c1cccc(Cl)c1'],0.0,0.0,"['CCOC(=O)C(C#N)=C1CCNCC1(C)c1cccc(Cl)c1', 'BrCc1ccccc1']","['CC1(c2cccc(Cl)c2)CN(Cc2ccccc2)CCC1=O', 'CCOC(=O)CC#N']"
4568,CN(C)S(=O)(=O)N1CCN(S(=O)(=O)c2ccc(Nc3ccnc4cc(C(F)(F)F)ccc34)cc2)CC1,CN(C)S(=O)(=O)Cl.O=S(=O)(c1ccc(Nc2ccnc3cc(C(F)(F)F)ccc23)cc1)N1CCNCC1,2,"['CN(C)S(=O)(=O)N1CCNCC1', 'O=S(=O)(Cl)c1ccc(Nc2ccnc3cc(C(F)(F)F)ccc23)cc1']",[],['CN(C)S(=O)(=O)N1CCN(S(=O)(=O)c2ccc(Nc3ccnc4cc(C(F)(F)F)ccc34)cc2)CC1'],0.0,0.0,"['CN(C)S(=O)(=O)N1CCNCC1', 'O=S(=O)(Cl)c1ccc(Nc2ccnc3cc(C(F)(F)F)ccc23)cc1']","['CN(C)S(=O)(=O)Cl', 'O=S(=O)(c1ccc(Nc2ccnc3cc(C(F)(F)F)ccc23)cc1)N1CCNCC1']"
4613,COc1cc(C2Nc3ccc(C(=O)O)cc3CC2(C)C)cc(N2CCOCC2)c1,CCOC(=O)c1ccc2c(c1)CC(C)(C)C(c1cc(OC)cc(N3CCOCC3)c1)N2,6,['COC(=O)c1ccc2c(c1)CC(C)(C)C(c1cc(OC)cc(N3CCOCC3)c1)N2'],[],['COc1cc(C2Nc3ccc(C(=O)O)cc3CC2(C)C)cc(N2CCOCC2)c1'],0.0,0.0,['COC(=O)c1ccc2c(c1)CC(C)(C)C(c1cc(OC)cc(N3CCOCC3)c1)N2'],['CCOC(=O)c1ccc2c(c1)CC(C)(C)C(c1cc(OC)cc(N3CCOCC3)c1)N2']
4619,COCc1cc(OC2CCNCC2)nc(C(F)(F)F)c1,COCc1cc(OC2CCN(C(=O)OC(C)(C)C)CC2)nc(C(F)(F)F)c1,6,"['OC1CCNCC1', 'COCc1cc(Cl)nc(C(F)(F)F)c1']",[],['COCc1cc(OC2CCNCC2)nc(C(F)(F)F)c1'],0.0,0.0,"['OC1CCNCC1', 'COCc1cc(Cl)nc(C(F)(F)F)c1']",['COCc1cc(OC2CCN(C(=O)OC(C)(C)C)CC2)nc(C(F)(F)F)c1']
4633,COC(=O)C(OC(C)(C)C)c1c(C)nc2sc3c(c2c1-c1ccc2c(c1Cl)CCCO2)CCCC3,CC1(C)OB(c2ccc3c(c2Cl)CCCO3)OC1(C)C.COC(=O)C(OC(C)(C)C)c1c(C)nc2sc3c(c2c1I)CCCC3,3,"['COC(=O)C(O)c1c(C)nc2sc3c(c2c1-c1ccc2c(c1Cl)CCCO2)CCCC3', 'CC(C)(C)OC(=O)Cl']",[],['COC(=O)C(OC(C)(C)C)c1c(C)nc2sc3c(c2c1-c1ccc2c(c1Cl)CCCO2)CCCC3'],0.0,0.0,"['COC(=O)C(O)c1c(C)nc2sc3c(c2c1-c1ccc2c(c1Cl)CCCO2)CCCC3', 'CC(C)(C)OC(=O)Cl']","['CC1(C)OB(c2ccc3c(c2Cl)CCCO3)OC1(C)C', 'COC(=O)C(OC(C)(C)C)c1c(C)nc2sc3c(c2c1I)CCCC3']"
4731,CCN(C)c1ccc(-c2nc3ccc(OC)cc3s2)cn1,CCNC.COc1ccc2nc(-c3ccc(F)nc3)sc2c1,1,"['COc1ccc(N)c(S)c1', 'CCN(C)c1ccc(C=O)cn1']",[],['CCN(C)c1ccc(-c2nc3ccc(OC)cc3s2)cn1'],0.0,0.0,"['COc1ccc(N)c(S)c1', 'CCN(C)c1ccc(C=O)cn1']","['CCNC', 'COc1ccc2nc(-c3ccc(F)nc3)sc2c1']"
4782,COC1(OC)CCC(C)(CO)CC1,COC(=O)C1(C)CCC(OC)(OC)CC1,7,['COC1(OC)CCC(C)(C=O)CC1'],[],['COC1(OC)CCC(C)(CO)CC1'],0.0,0.0,['COC1(OC)CCC(C)(C=O)CC1'],['COC(=O)C1(C)CCC(OC)(OC)CC1']
4787,CC(C)C=CN(C(=O)n1cccn1)C(C)(C)C,CC(C)C=CN(C(=O)Cl)C(C)(C)C.c1cn[nH]c1,1,"['CC(C)C=O', 'CC(C)(C)NC(=O)n1cccn1']",[],['CC(C)C=CN(C(=O)n1cccn1)C(C)(C)C'],0.0,0.0,"['CC(C)C=O', 'CC(C)(C)NC(=O)n1cccn1']","['CC(C)C=CN(C(=O)Cl)C(C)(C)C', 'c1cn[nH]c1']"
4794,O=CCCCCCCCC1(CCCCc2ccccc2)OCCO1,OCCCCCCCCC1(CCCCc2ccccc2)OCCO1,8,"['CC(C)=O', 'C=CCCCCCCCC1(CCCCc2ccccc2)OCCO1']",[],['O=CCCCCCCCC1(CCCCc2ccccc2)OCCO1'],0.0,0.0,"['CC(C)=O', 'C=CCCCCCCCC1(CCCCc2ccccc2)OCCO1']",['OCCCCCCCCC1(CCCCc2ccccc2)OCCO1']
4802,CC(C)(C)OC(=O)N1CC[C@H]([C@@H](CN)Oc2ccc(C(F)(F)F)cc2)C1,CC(C)(C)OC(=O)N1CC[C@H]([C@@H](CN=[N+]=[N-])Oc2ccc(C(F)(F)F)cc2)C1,9,['CC(C)(C)OC(=O)N1CC[C@H]([C@@H](CNC(=O)OCC2c3ccccc3-c3ccccc32)Oc2ccc(C(F)(F)F)cc2)C1'],[],['CC(C)(C)OC(=O)N1CC[C@H]([C@@H](CN)Oc2ccc(C(F)(F)F)cc2)C1'],0.0,0.0,['CC(C)(C)OC(=O)N1CC[C@H]([C@@H](CNC(=O)OCC2c3ccccc3-c3ccccc32)Oc2ccc(C(F)(F)F)cc2)C1'],['CC(C)(C)OC(=O)N1CC[C@H]([C@@H](CN=[N+]=[N-])Oc2ccc(C(F)(F)F)cc2)C1']
4848,CC(C)c1ccccc1N1CCNCC1,C1CNCCN1.CC(C)c1ccccc1Br,1,"['CC(C)c1ccccc1N', 'ClCCNCCCl']",[],['CC(C)c1ccccc1N1CCNCC1'],0.0,0.0,"['CC(C)c1ccccc1N', 'ClCCNCCCl']","['C1CNCCN1', 'CC(C)c1ccccc1Br']"
4908,CC(C)NCc1nc(-c2cncnc2)no1,CC(C)N.ClCc1nc(-c2cncnc2)no1,1,"['CC(C)NCC(=O)O', 'N=C(NO)c1cncnc1']",[],['CC(C)NCc1nc(-c2cncnc2)no1'],0.0,0.0,"['CC(C)NCC(=O)O', 'N=C(NO)c1cncnc1']","['CC(C)N', 'ClCc1nc(-c2cncnc2)no1']"
4923,CC1(N)CCN(c2cnccn2)CC1,CC1(NC(=O)OC(C)(C)C)CCN(c2cnccn2)CC1,6,"['Clc1cnccn1', 'CC1(N)CCNCC1']",[],['CC1(N)CCN(c2cnccn2)CC1'],0.0,0.0,"['Clc1cnccn1', 'CC1(N)CCNCC1']",['CC1(NC(=O)OC(C)(C)C)CCN(c2cnccn2)CC1']
4972,OCCc1ccc(Cc2cc(-c3cccc(Cl)c3)nc(C(F)(F)F)c2)cc1,COC(=O)Cc1ccc(Cc2cc(-c3cccc(Cl)c3)nc(C(F)(F)F)c2)cc1,7,"['OCCc1ccc(B(O)O)cc1', 'FC(F)(F)c1cc(CBr)cc(-c2cccc(Cl)c2)n1']",[],['OCCc1ccc(Cc2cc(-c3cccc(Cl)c3)nc(C(F)(F)F)c2)cc1'],0.0,0.0,"['OCCc1ccc(B(O)O)cc1', 'FC(F)(F)c1cc(CBr)cc(-c2cccc(Cl)c2)n1']",['COC(=O)Cc1ccc(Cc2cc(-c3cccc(Cl)c3)nc(C(F)(F)F)c2)cc1']
5003,CCCCCCCCCCCCOC(=O)NS(=O)(=O)Cl,CCCCCCCCCCCCO.O=C=NS(=O)(=O)Cl,2,"['CCCCCCCCCCCCOC(N)=O', 'ClS(=O)(=O)Cl']",[],['CCCCCCCCCCCCOC(=O)NS(=O)(=O)Cl'],0.0,0.0,"['CCCCCCCCCCCCOC(N)=O', 'O=S(=O)(Cl)Cl']","['CCCCCCCCCCCCO', 'O=C=NS(=O)(=O)Cl']"
5034,CC(=O)c1ccc(C)nc1Cl,CON(C)C(=O)c1ccc(C)nc1Cl,3,"['CCOC(C)=O', 'Cc1ccc(Br)c(Cl)n1']",[],['CC(=O)c1ccc(C)nc1Cl'],0.0,0.0,"['CCOC(C)=O', 'Cc1ccc(Br)c(Cl)n1']",['CON(C)C(=O)c1ccc(C)nc1Cl']
