target_smiles_canonical,product_smiles_canonical,reactant_smiles_canonical,stability_score,stability_assessment,stability_issues,hallucination_score,hallucination_severity
C[Si](C)(C)CCOCn1cc(C2CCc3c(C(=O)O)nn(COCC[Si](C)(C)C)c3C2)cn1,C=CCC(Br)CCc1c(C(=O)O)n[nH]c1C=C,C=CCC=CCc1c(C(=O)O)n[nH]c1C=C,100,Likely stable,,90,low
C[Si](C)(C)CCOCn1cc(C2CCc3c(C(=O)O)nn(COCC[Si](C)(C)C)c3C2)cn1,C=CCC=CCc1c(C(=O)O)n[nH]c1C=C,C=Cc1c[nH]nc1C(=O)O,100,Likely stable,,95,low
C[Si](C)(C)CCOCn1cc(C2CCc3c(C(=O)O)nn(COCC[Si](C)(C)C)c3C2)cn1,C=CCC=CCc1c(C(=O)O)n[nH]c1C=C,C=CCC=CCBr,100,Likely stable,,95,low
C[Si](C)(C)CCOCn1cc(C2CCc3c(C(=O)O)nn(COCC[Si](C)(C)C)c3C2)cn1,C=Cc1c[nH]nc1C(=O)O,C=CB1OB(C=C)OB(C=C)O1,95,Likely stable,,55,medium
C[Si](C)(C)CCOCn1cc(C2CCc3c(C(=O)O)nn(COCC[Si](C)(C)C)c3C2)cn1,C=Cc1c[nH]nc1C(=O)O,O=C(O)c1n[nH]cc1Br,100,Likely stable,,55,medium
C[Si](C)(C)CCOCn1cc(C2CCc3c(C(=O)O)nn(COCC[Si](C)(C)C)c3C2)cn1,C=CCC=CCBr,C=CCC=CC,100,Likely stable,,55,medium
C[Si](C)(C)CCOCn1cc(C2CCc3c(C(=O)O)nn(COCC[Si](C)(C)C)c3C2)cn1,C=CCC=CCBr,O=C1CCC(=O)N1Br,95,Likely stable,,55,medium
CC1=NC2(N=C1N)c1cc(-c3cc(F)cc(C#N)c3)ccc1CCC21CC1,CC1=NC2(N=C1N)c1cc(-c3cc(F)cc(C#N)c3)ccc1CCC21CC1,CC1=NC2(N=C1N)c1cc(Br)ccc1CCC21CC1,100,Likely stable,,90,low
CC1=NC2(N=C1N)c1cc(-c3cc(F)cc(C#N)c3)ccc1CCC21CC1,CC1=NC2(N=C1N)c1cc(-c3cc(F)cc(C#N)c3)ccc1CCC21CC1,N#Cc1cc(F)cc(B(O)O)c1,70,Moderately stable,Contains carbene (highly reactive intermediate),90,low
CC1=NC2(N=C1N)c1cc(-c3cc(F)cc(C#N)c3)ccc1CCC21CC1,CC1=NC2(N=C1N)c1cc(Br)ccc1CCC21CC1,CC1=NC2(N=C1N)c1ccccc1CCC21CC1,100,Likely stable,,95,low
CC1=NC2(N=C1N)c1cc(-c3cc(F)cc(C#N)c3)ccc1CCC21CC1,CC1=NC2(N=C1N)c1cc(Br)ccc1CCC21CC1,NBS,100,Likely stable,,95,low
CC1=NC2(N=C1N)c1cc(-c3cc(F)cc(C#N)c3)ccc1CCC21CC1,CC1=NC2(N=C1N)c1ccccc1CCC21CC1,CC1=NC2(CC=Cc3ccccc32)N=C1N,,,,50,medium
CC1=NC2(N=C1N)c1cc(-c3cc(F)cc(C#N)c3)ccc1CCC21CC1,CC1=NC2(CC=Cc3ccccc32)N=C1N,CC1=NC(=N)N=C1N,95,Likely stable,,45,medium
CC1=NC2(N=C1N)c1cc(-c3cc(F)cc(C#N)c3)ccc1CCC21CC1,CC1=NC2(CC=Cc3ccccc32)N=C1N,C=Cc1ccccc1C=O,100,Likely stable,,45,medium
CC1=NC2(N=C1N)c1cc(-c3cc(F)cc(C#N)c3)ccc1CCC21CC1,C=Cc1ccccc1C=O,C=Cc1ccccc1CO,100,Likely stable,,100,low
CC1=NC2(N=C1N)c1cc(-c3cc(F)cc(C#N)c3)ccc1CCC21CC1,N#Cc1cc(F)cc(B(O)O)c1,CC1(C)OB(c2cc(F)cc(C#N)c2)OC1(C)C,65,Moderately stable,Contains carbene (highly reactive intermediate),45,medium
O=C(O)[C@H]1CCOC[C@H]1c1ccc(I)cc1,O=C(O)[C@H]1CCOC[C@H]1c1ccc(I)cc1,OC[C@H]1CCOC[C@H]1c1ccc(I)cc1,100,Likely stable,,90,low
O=C(O)[C@H]1CCOC[C@H]1c1ccc(I)cc1,OC[C@H]1CCOC[C@H]1c1ccc(I)cc1,O=C[C@@H]1COCC[C@@H]1CO,,,,95,low
O=C(O)[C@H]1CCOC[C@H]1c1ccc(I)cc1,OC[C@H]1CCOC[C@H]1c1ccc(I)cc1,Brc1ccc(I)cc1,100,Likely stable,,95,low
O=C(O)[C@H]1CCOC[C@H]1c1ccc(I)cc1,O=C[C@@H]1COCC[C@@H]1CO,OC[C@@H]1COCC[C@@H]1CO,,,,100,low
O=C(O)[C@H]1CCOC[C@H]1c1ccc(I)cc1,OC[C@@H]1COCC[C@@H]1CO,C[C@@H]1COCC[C@@H]1C,,,,80,low
O=C(O)[C@H]1CCOC[C@H]1c1ccc(I)cc1,C[C@@H]1COCC[C@@H]1C,C[C@H](O)CCC[C@H](C)O,100,Likely stable,,70,medium
O=C(O)[C@H]1CCOC[C@H]1c1ccc(I)cc1,C[C@H](O)CCC[C@H](C)O,C[C@H](O)C#CC[C@H](C)O,65,Moderately stable,Contains carbene (highly reactive intermediate),100,low
O=C(O)[C@H]1CCOC[C@H]1c1ccc(I)cc1,C[C@H](O)C#CC[C@H](C)O,C[C@H](O)CBr,100,Likely stable,,70,medium
O=C(O)[C@H]1CCOC[C@H]1c1ccc(I)cc1,C[C@H](O)C#CC[C@H](C)O,C#C[C@H](C)O[Si](C)(C)C(C)(C)C,65,Moderately stable,Contains carbene (highly reactive intermediate),70,medium
O=C(O)[C@H]1CCOC[C@H]1c1ccc(I)cc1,Brc1ccc(I)cc1,Brc1ccccc1,100,Likely stable,,55,medium
O=C(O)[C@H]1CCOC[C@H]1c1ccc(I)cc1,Brc1ccc(I)cc1,O=C1CCC(=O)N1I,95,Likely stable,,55,medium
COCCCc1cc(CN(C(=O)[C@H]2CN(C(=O)OC(C)(C)C)CC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OC[C@@H]2C[C@H]2C(=O)OCC(=O)N(C)C)c1,COCCCc1cc(CN(C(=O)[C@H]2CN(C(=O)OC(C)(C)C)CC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OC[C@@H]2C[C@H]2C(=O)OCC(=O)N(C)C)c1,COCCCc1cc(CN2CC2)cc(OC[C@@H]2C[C@H]2C(=O)OCC(=O)N(C)C)c1,85,Likely stable,Three-membered heterocycle (potentially unstable),90,low
COCCCc1cc(CN(C(=O)[C@H]2CN(C(=O)OC(C)(C)C)CC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OC[C@@H]2C[C@H]2C(=O)OCC(=O)N(C)C)c1,COCCCc1cc(CN(C(=O)[C@H]2CN(C(=O)OC(C)(C)C)CC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OC[C@@H]2C[C@H]2C(=O)OCC(=O)N(C)C)c1,Cc1cc(Cl)c(OCCOc2ccc([C@H]3CCN(C(=O)OC(C)(C)C)C[C@@H]3C(=O)O)cc2)c(Cl)c1,,,,90,low
COCCCc1cc(CN(C(=O)[C@H]2CN(C(=O)OC(C)(C)C)CC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OC[C@@H]2C[C@H]2C(=O)OCC(=O)N(C)C)c1,COCCCc1cc(CN2CC2)cc(OC[C@@H]2C[C@H]2C(=O)OCC(=O)N(C)C)c1,COCCCc1cc(O)cc(CN2CC2)c1,85,Likely stable,Three-membered heterocycle (potentially unstable),95,low
COCCCc1cc(CN(C(=O)[C@H]2CN(C(=O)OC(C)(C)C)CC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OC[C@@H]2C[C@H]2C(=O)OCC(=O)N(C)C)c1,COCCCc1cc(CN2CC2)cc(OC[C@@H]2C[C@H]2C(=O)OCC(=O)N(C)C)c1,CN(C)C(=O)COC(=O)[C@@H]1C[C@H]1CBr,100,Likely stable,,95,low
COCCCc1cc(CN(C(=O)[C@H]2CN(C(=O)OC(C)(C)C)CC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OC[C@@H]2C[C@H]2C(=O)OCC(=O)N(C)C)c1,COCCCc1cc(O)cc(CN2CC2)c1,COCCCc1cc(O)cc(C(=O)N2CC2)c1,85,Likely stable,Three-membered heterocycle (potentially unstable),95,low
COCCCc1cc(CN(C(=O)[C@H]2CN(C(=O)OC(C)(C)C)CC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OC[C@@H]2C[C@H]2C(=O)OCC(=O)N(C)C)c1,COCCCc1cc(O)cc(C(=O)N2CC2)c1,COCCCc1cc(OC)cc(C(=O)N2CC2)c1,85,Likely stable,Three-membered heterocycle (potentially unstable),95,low
COCCCc1cc(CN(C(=O)[C@H]2CN(C(=O)OC(C)(C)C)CC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OC[C@@H]2C[C@H]2C(=O)OCC(=O)N(C)C)c1,COCCCc1cc(OC)cc(C(=O)N2CC2)c1,C1CN1,80,Likely stable,Three-membered heterocycle (potentially unstable),95,low
COCCCc1cc(CN(C(=O)[C@H]2CN(C(=O)OC(C)(C)C)CC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OC[C@@H]2C[C@H]2C(=O)OCC(=O)N(C)C)c1,COCCCc1cc(OC)cc(C(=O)N2CC2)c1,COCCCc1cc(OC)cc(C(=O)O)c1,100,Likely stable,,95,low
COCCCc1cc(CN(C(=O)[C@H]2CN(C(=O)OC(C)(C)C)CC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OC[C@@H]2C[C@H]2C(=O)OCC(=O)N(C)C)c1,C1CN1,c1ccc(CN2CC2)cc1,85,Likely stable,Three-membered heterocycle (potentially unstable),0,critical
COCCCc1cc(CN(C(=O)[C@H]2CN(C(=O)OC(C)(C)C)CC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OC[C@@H]2C[C@H]2C(=O)OCC(=O)N(C)C)c1,CN(C)C(=O)COC(=O)[C@@H]1C[C@H]1CBr,CN(C)C(=O)CCl,100,Likely stable,,95,low
COCCCc1cc(CN(C(=O)[C@H]2CN(C(=O)OC(C)(C)C)CC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OC[C@@H]2C[C@H]2C(=O)OCC(=O)N(C)C)c1,CN(C)C(=O)COC(=O)[C@@H]1C[C@H]1CBr,O=C(O)[C@@H]1C[C@H]1CBr,100,Likely stable,,95,low
COCCCc1cc(CN(C(=O)[C@H]2CN(C(=O)OC(C)(C)C)CC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OC[C@@H]2C[C@H]2C(=O)OCC(=O)N(C)C)c1,O=C(O)[C@@H]1C[C@H]1CBr,CCOC(=O)[C@@H]1C[C@H]1CBr,100,Likely stable,,90,low
COCCCc1cc(CN(C(=O)[C@H]2CN(C(=O)OC(C)(C)C)CC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OC[C@@H]2C[C@H]2C(=O)OCC(=O)N(C)C)c1,Cc1cc(Cl)c(OCCOc2ccc([C@H]3CCN(C(=O)OC(C)(C)C)C[C@@H]3C(=O)O)cc2)c(Cl)c1,Cc1cc(Cl)c(OCCOc2ccc([C@H]3CCNC[C@@H]3C(=O)O)cc2)c(Cl)c1,,,,75,medium
COCCCc1cc(CN(C(=O)[C@H]2CN(C(=O)OC(C)(C)C)CC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OC[C@@H]2C[C@H]2C(=O)OCC(=O)N(C)C)c1,Cc1cc(Cl)c(OCCOc2ccc([C@H]3CCN(C(=O)OC(C)(C)C)C[C@@H]3C(=O)O)cc2)c(Cl)c1,CC(C)(C)OC(=O)OC(=O)OC(C)(C)C,100,Likely stable,,75,medium
COCCCc1cc(CN(C(=O)[C@H]2CN(C(=O)OC(C)(C)C)CC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OC[C@@H]2C[C@H]2C(=O)OCC(=O)N(C)C)c1,Cc1cc(Cl)c(OCCOc2ccc([C@H]3CCNC[C@@H]3C(=O)O)cc2)c(Cl)c1,O=C(O)[C@H]1CNCC[C@@H]1c1ccc(O)cc1,100,Likely stable,,95,low
COCCCc1cc(CN(C(=O)[C@H]2CN(C(=O)OC(C)(C)C)CC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OC[C@@H]2C[C@H]2C(=O)OCC(=O)N(C)C)c1,Cc1cc(Cl)c(OCCOc2ccc([C@H]3CCNC[C@@H]3C(=O)O)cc2)c(Cl)c1,Cc1cc(Cl)c(OCCCl)c(Cl)c1,100,Likely stable,,95,low
COCCCc1cc(CN(C(=O)[C@H]2CN(C(=O)OC(C)(C)C)CC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OC[C@@H]2C[C@H]2C(=O)OCC(=O)N(C)C)c1,O=C(O)[C@H]1CNCC[C@@H]1c1ccc(O)cc1,OC[C@H]1CNCC[C@@H]1c1ccc(O)cc1,100,Likely stable,,90,low
COCCCc1cc(CN(C(=O)[C@H]2CN(C(=O)OC(C)(C)C)CC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OC[C@@H]2C[C@H]2C(=O)OCC(=O)N(C)C)c1,OC[C@H]1CNCC[C@@H]1c1ccc(O)cc1,O=CC[C@H](CCNC[C@H](O)C=O)c1ccc(O)cc1,,,,40,medium
COCCCc1cc(CN(C(=O)[C@H]2CN(C(=O)OC(C)(C)C)CC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OC[C@@H]2C[C@H]2C(=O)OCC(=O)N(C)C)c1,O=CC[C@H](CCNC[C@H](O)C=O)c1ccc(O)cc1,O=CCC(CC=O)c1ccc(O)cc1,,,,95,low
COCCCc1cc(CN(C(=O)[C@H]2CN(C(=O)OC(C)(C)C)CC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OC[C@@H]2C[C@H]2C(=O)OCC(=O)N(C)C)c1,O=CC[C@H](CCNC[C@H](O)C=O)c1ccc(O)cc1,NC[C@H](O)C=O,100,Likely stable,,95,low
COCCCc1cc(CN(C(=O)[C@H]2CN(C(=O)OC(C)(C)C)CC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OC[C@@H]2C[C@H]2C(=O)OCC(=O)N(C)C)c1,O=CCC(CC=O)c1ccc(O)cc1,OCCC(CCO)c1ccc(O)cc1,,,,100,low
COCCCc1cc(CN(C(=O)[C@H]2CN(C(=O)OC(C)(C)C)CC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OC[C@@H]2C[C@H]2C(=O)OCC(=O)N(C)C)c1,OCCC(CCO)c1ccc(O)cc1,C=Cc1ccc(O)cc1,100,Likely stable,,60,medium
COCCCc1cc(CN(C(=O)[C@H]2CN(C(=O)OC(C)(C)C)CC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OC[C@@H]2C[C@H]2C(=O)OCC(=O)N(C)C)c1,OCCC(CCO)c1ccc(O)cc1,C1CO1,80,Likely stable,Three-membered heterocycle (potentially unstable),60,medium
COCCCc1cc(CN(C(=O)[C@H]2CN(C(=O)OC(C)(C)C)CC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OC[C@@H]2C[C@H]2C(=O)OCC(=O)N(C)C)c1,C=Cc1ccc(O)cc1,C=Cc1ccc(OC)cc1,100,Likely stable,,95,low
COCCCc1cc(CN(C(=O)[C@H]2CN(C(=O)OC(C)(C)C)CC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OC[C@@H]2C[C@H]2C(=O)OCC(=O)N(C)C)c1,Cc1cc(Cl)c(OCCCl)c(Cl)c1,ClCCBr,100,Likely stable,,95,low
COCCCc1cc(CN(C(=O)[C@H]2CN(C(=O)OC(C)(C)C)CC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OC[C@@H]2C[C@H]2C(=O)OCC(=O)N(C)C)c1,Cc1cc(Cl)c(OCCCl)c(Cl)c1,Cc1cc(Cl)c(O)c(Cl)c1,100,Likely stable,,95,low
COCCCc1cc(CN(C(=O)[C@H]2CN(C(=O)OC(C)(C)C)CC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OC[C@@H]2C[C@H]2C(=O)OCC(=O)N(C)C)c1,CC(C)(C)OC(=O)OC(=O)OC(C)(C)C,C=C(C)C,100,Likely stable,,95,low
COCCCc1cc(CN(C(=O)[C@H]2CN(C(=O)OC(C)(C)C)CC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OC[C@@H]2C[C@H]2C(=O)OCC(=O)N(C)C)c1,CC(C)(C)OC(=O)OC(=O)OC(C)(C)C,CC(C)(C)OC(=O)OC(=O)O,100,Likely stable,,95,low
COCCCc1cc(CN(C(=O)[C@H]2CN(C(=O)OC(C)(C)C)CC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OC[C@@H]2C[C@H]2C(=O)OCC(=O)N(C)C)c1,CC(C)(C)OC(=O)OC(=O)O,C=C(C)C,100,Likely stable,,95,low
COCCCc1cc(CN(C(=O)[C@H]2CN(C(=O)OC(C)(C)C)CC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OC[C@@H]2C[C@H]2C(=O)OCC(=O)N(C)C)c1,CC(C)(C)OC(=O)OC(=O)O,O=C(O)OC(=O)O,100,Likely stable,,95,low
C[C@H](C(=O)NCCF)N(C)C(=O)c1ccc2c(c1)c1c(n2C)CCC(C2CCOCC2)C1,C[C@H](C(=O)NCCF)N(C)C(=O)c1ccc2c(c1)c1c(n2C)CCC(C2CCOCC2)C1,C[C@H](C(=O)O)N(C)C(=O)c1ccc2c(c1)c1c(n2C)CCC(C2CCOCC2)C1,100,Likely stable,,95,low
C[C@H](C(=O)NCCF)N(C)C(=O)c1ccc2c(c1)c1c(n2C)CCC(C2CCOCC2)C1,C[C@H](C(=O)NCCF)N(C)C(=O)c1ccc2c(c1)c1c(n2C)CCC(C2CCOCC2)C1,NCCF,100,Likely stable,,95,low
C[C@H](C(=O)NCCF)N(C)C(=O)c1ccc2c(c1)c1c(n2C)CCC(C2CCOCC2)C1,C[C@H](C(=O)O)N(C)C(=O)c1ccc2c(c1)c1c(n2C)CCC(C2CCOCC2)C1,Cn1c2c(c3cc(C(=O)O)ccc31)CC(C1CCOCC1)CC2,,,,95,low
C[C@H](C(=O)NCCF)N(C)C(=O)c1ccc2c(c1)c1c(n2C)CCC(C2CCOCC2)C1,C[C@H](C(=O)O)N(C)C(=O)c1ccc2c(c1)c1c(n2C)CCC(C2CCOCC2)C1,CN[C@@H](C)C(=O)O,100,Likely stable,,95,low
C[C@H](C(=O)NCCF)N(C)C(=O)c1ccc2c(c1)c1c(n2C)CCC(C2CCOCC2)C1,Cn1c2c(c3cc(C(=O)O)ccc31)CC(C1CCOCC1)CC2,Cn1c2c(c3cc(C=O)ccc31)CC(C1CCOCC1)CC2,100,Likely stable,,90,low
C[C@H](C(=O)NCCF)N(C)C(=O)c1ccc2c(c1)c1c(n2C)CCC(C2CCOCC2)C1,Cn1c2c(c3cc(C=O)ccc31)CC(C1CCOCC1)CC2,CN(N)c1ccc(C=O)cc1,100,Likely stable,,30,high
C[C@H](C(=O)NCCF)N(C)C(=O)c1ccc2c(c1)c1c(n2C)CCC(C2CCOCC2)C1,Cn1c2c(c3cc(C=O)ccc31)CC(C1CCOCC1)CC2,O=C1CCC(C2CCOCC2)CC1,95,Likely stable,,30,high
C[C@H](C(=O)NCCF)N(C)C(=O)c1ccc2c(c1)c1c(n2C)CCC(C2CCOCC2)C1,CN(N)c1ccc(C=O)cc1,CN(C)C=O,100,Likely stable,,30,high
C[C@H](C(=O)NCCF)N(C)C(=O)c1ccc2c(c1)c1c(n2C)CCC(C2CCOCC2)C1,CN(N)c1ccc(C=O)cc1,CN(N)c1ccccc1,100,Likely stable,,30,high
C[C@H](C(=O)NCCF)N(C)C(=O)c1ccc2c(c1)c1c(n2C)CCC(C2CCOCC2)C1,O=C1CCC(C2CCOCC2)CC1,OC1CCC(C2CCOCC2)CC1,95,Likely stable,,100,low
C[C@H](C(=O)NCCF)N(C)C(=O)c1ccc2c(c1)c1c(n2C)CCC(C2CCOCC2)C1,OC1CCC(C2CCOCC2)CC1,Oc1ccc(C2CCOCC2)cc1,100,Likely stable,,60,medium
C[C@H](C(=O)NCCF)N(C)C(=O)c1ccc2c(c1)c1c(n2C)CCC(C2CCOCC2)C1,Oc1ccc(C2CCOCC2)cc1,Oc1ccc(C2=CCOCC2)cc1,100,Likely stable,,100,low
C[C@H](C(=O)NCCF)N(C)C(=O)c1ccc2c(c1)c1c(n2C)CCC(C2CCOCC2)C1,Oc1ccc(C2=CCOCC2)cc1,Oc1ccc(Br)cc1,100,Likely stable,,45,medium
C[C@H](C(=O)NCCF)N(C)C(=O)c1ccc2c(c1)c1c(n2C)CCC(C2CCOCC2)C1,Oc1ccc(C2=CCOCC2)cc1,CC1(C)OB(C2=CCOCC2)OC1(C)C,90,Likely stable,,45,medium
C[C@H](O[Si](C)(C)C(C)(C)C)[C@@H]1CC(O)CC(C)(C)N1,C[C@H](O[Si](C)(C)C(C)(C)C)[C@@H]1CC(O)CC(C)(C)N1,C[C@H](O)[C@@H]1CC(O)CC(C)(C)N1,95,Likely stable,,95,low
C[C@H](O[Si](C)(C)C(C)(C)C)[C@@H]1CC(O)CC(C)(C)N1,C[C@H](O[Si](C)(C)C(C)(C)C)[C@@H]1CC(O)CC(C)(C)N1,CC(C)(C)[Si](C)(C)Cl,,,,95,low
C[C@H](O[Si](C)(C)C(C)(C)C)[C@@H]1CC(O)CC(C)(C)N1,C[C@H](O)[C@@H]1CC(O)CC(C)(C)N1,CC1(C)CC(O)C[C@@H](C=O)N1,,,,95,low
C[C@H](O[Si](C)(C)C(C)(C)C)[C@@H]1CC(O)CC(C)(C)N1,C[C@H](O)[C@@H]1CC(O)CC(C)(C)N1,C[Mg]Br,100,Likely stable,,95,low
C[C@H](O[Si](C)(C)C(C)(C)C)[C@@H]1CC(O)CC(C)(C)N1,CC1(C)CC(O)C[C@@H](C=O)N1,CC1(C)CC(O)C[C@@H](CO)N1,,,,100,low
C[C@H](O[Si](C)(C)C(C)(C)C)[C@@H]1CC(O)CC(C)(C)N1,CC(C)(C)[Si](C)(C)Cl,C[Si](C)C(C)(C)C,,,,90,low
CCc1[nH]c(C(=O)N[C@H]2CCN(c3cccc(C(=O)OC(C)(C)C)c3)C[C@H]2OC)nc1C(F)(F)F,CCc1[nH]c(C(=O)N[C@H]2CCN(c3cccc(C(=O)OC(C)(C)C)c3)C[C@H]2OC)nc1C(F)(F)F,CCc1[nH]c(C(=O)N[C@H]2CCNC[C@H]2OC)nc1C(F)(F)F,100,Likely stable,,95,low
CCc1[nH]c(C(=O)N[C@H]2CCN(c3cccc(C(=O)OC(C)(C)C)c3)C[C@H]2OC)nc1C(F)(F)F,CCc1[nH]c(C(=O)N[C@H]2CCN(c3cccc(C(=O)OC(C)(C)C)c3)C[C@H]2OC)nc1C(F)(F)F,CC(C)(C)OC(=O)c1cccc(I)c1,100,Likely stable,,95,low
CCc1[nH]c(C(=O)N[C@H]2CCN(c3cccc(C(=O)OC(C)(C)C)c3)C[C@H]2OC)nc1C(F)(F)F,CCc1[nH]c(C(=O)N[C@H]2CCNC[C@H]2OC)nc1C(F)(F)F,CCc1[nH]c(C(=O)O)nc1C(F)(F)F,100,Likely stable,,40,medium
CCc1[nH]c(C(=O)N[C@H]2CCN(c3cccc(C(=O)OC(C)(C)C)c3)C[C@H]2OC)nc1C(F)(F)F,CCc1[nH]c(C(=O)N[C@H]2CCNC[C@H]2OC)nc1C(F)(F)F,CO[C@@H]1CNC[C@@H]1N,95,Likely stable,,40,medium
CCc1[nH]c(C(=O)N[C@H]2CCN(c3cccc(C(=O)OC(C)(C)C)c3)C[C@H]2OC)nc1C(F)(F)F,CCc1[nH]c(C(=O)O)nc1C(F)(F)F,CCc1[nH]c(Br)nc1C(F)(F)F,100,Likely stable,,80,low
CCc1[nH]c(C(=O)N[C@H]2CCN(c3cccc(C(=O)OC(C)(C)C)c3)C[C@H]2OC)nc1C(F)(F)F,CCc1[nH]c(Br)nc1C(F)(F)F,CCc1[nH]cnc1C(F)(F)F,100,Likely stable,,90,low
CCc1[nH]c(C(=O)N[C@H]2CCN(c3cccc(C(=O)OC(C)(C)C)c3)C[C@H]2OC)nc1C(F)(F)F,CCc1[nH]cnc1C(F)(F)F,C#Cc1[nH]cnc1C(F)(F)F,70,Moderately stable,Contains carbene (highly reactive intermediate),100,low
CCc1[nH]c(C(=O)N[C@H]2CCN(c3cccc(C(=O)OC(C)(C)C)c3)C[C@H]2OC)nc1C(F)(F)F,C#Cc1[nH]cnc1C(F)(F)F,CC(C)(O)C#Cc1[nH]cnc1C(F)(F)F,70,Moderately stable,Contains carbene (highly reactive intermediate),85,low
CCc1[nH]c(C(=O)N[C@H]2CCN(c3cccc(C(=O)OC(C)(C)C)c3)C[C@H]2OC)nc1C(F)(F)F,CC(C)(O)C#Cc1[nH]cnc1C(F)(F)F,CC(C)(O)C#Cc1c(C(F)(F)F)ncn1COCC[Si](C)(C)C,70,Moderately stable,Contains carbene (highly reactive intermediate),70,medium
CCc1[nH]c(C(=O)N[C@H]2CCN(c3cccc(C(=O)OC(C)(C)C)c3)C[C@H]2OC)nc1C(F)(F)F,CC(C)(O)C#Cc1c(C(F)(F)F)ncn1COCC[Si](C)(C)C,C#CC(C)(C)O,65,Moderately stable,Contains carbene (highly reactive intermediate),95,low
CCc1[nH]c(C(=O)N[C@H]2CCN(c3cccc(C(=O)OC(C)(C)C)c3)C[C@H]2OC)nc1C(F)(F)F,CC(C)(O)C#Cc1c(C(F)(F)F)ncn1COCC[Si](C)(C)C,C[Si](C)(C)CCOCn1cnc(C(F)(F)F)c1Br,100,Likely stable,,95,low
CCc1[nH]c(C(=O)N[C@H]2CCN(c3cccc(C(=O)OC(C)(C)C)c3)C[C@H]2OC)nc1C(F)(F)F,C[Si](C)(C)CCOCn1cnc(C(F)(F)F)c1Br,C[Si](C)(C)CCOCCl,100,Likely stable,,95,low
CCc1[nH]c(C(=O)N[C@H]2CCN(c3cccc(C(=O)OC(C)(C)C)c3)C[C@H]2OC)nc1C(F)(F)F,C[Si](C)(C)CCOCn1cnc(C(F)(F)F)c1Br,FC(F)(F)c1nc[nH]c1Br,100,Likely stable,,95,low
CCc1[nH]c(C(=O)N[C@H]2CCN(c3cccc(C(=O)OC(C)(C)C)c3)C[C@H]2OC)nc1C(F)(F)F,CO[C@@H]1CNC[C@@H]1N,CO[C@@H]1CNCC1=O,95,Likely stable,,95,low
